data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,LENC-CART:4_f,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,QUANTILE-RIPPERexception,QUANTILE-BRCGexception,LENC-CART:*exception,TREES2-BRCG2exception,TREES-BRCG2exception,TREES-BRCGexception,LENC-CART:4exception,NATIVE-RIPPERexception,NATIVE-RIPPER2exception,NATIVE-RIPPER3exception,TREES-RIPPERexception
synth_conj_4,50000,6,5,0,25058,0.5012,other,synthetic,5.0,0.45,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,8.0,0.75,0.93,0.86,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,5.0,6.88,1.0,1.0,1.0,1.0,1.0,1.0,13.0,41.0,5.0,3.15,4.3,1.0,1.0,1.0,1.0,1.0,1.0,4.0,21.0,7.0,5.25,4.4,1.0,1.0,1.0,1.0,1.0,1.0,4.0,21.0,7.0,5.25,0.19,0.93,0.86,1.0,0.87,0.97,0.93,4.0,16.0,4.0,4.0,0.71,0.93,0.86,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,10.0,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,90.0,3.21,0.91,0.83,1.0,0.85,0.97,0.92,1.0,5.0,5.0,5.0,212.08,0.99,0.97,0.99,0.98,0.99,0.99,1.0,5.0,5.0,5.0,3.16,0.91,0.83,1.0,0.85,0.97,0.92,1.0,5.0,5.0,5.0,1.35,0.91,0.83,1.0,0.85,0.97,0.92,3.0,23.0,13.0,7.67,2.26,0.7,0.41,0.84,0.66,0.8,0.74,1.0,2.0,2.0,2.0,0.17,0.93,0.86,1.0,0.87,0.97,0.93,3.0,12.0,4.0,4.0,0.3,0.93,0.86,1.0,0.87,0.97,0.93,2.0,8.0,4.0,4.0,0.93,0.19,0.93,0.86,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,0.05,0.93,0.86,1.0,0.87,0.97,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_5,50000,7,6,0,24868,0.4974,other,synthetic,6.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,8.0,0.73,0.87,0.74,1.0,0.79,0.95,0.88,1.0,4.0,4.0,4.0,6.0,4.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,26.0,6.0,5.2,6.35,1.0,1.0,1.0,1.0,1.0,1.0,5.0,26.0,6.0,5.2,0.2,0.87,0.74,1.0,0.79,0.95,0.88,4.0,16.0,4.0,4.0,0.74,0.87,0.74,1.0,0.79,0.95,0.88,1.0,4.0,4.0,4.0,10.0,0.81,0.94,0.88,1.0,0.89,0.98,0.94,1.0,5.0,5.0,5.0,0.92,0.94,0.88,1.0,0.89,0.98,0.94,1.0,5.0,5.0,5.0,108.0,3.78,0.96,0.93,1.0,0.93,0.99,0.96,1.0,6.0,6.0,6.0,215.04,0.97,0.94,1.0,0.94,0.99,0.97,1.0,6.0,6.0,6.0,3.64,0.96,0.93,1.0,0.93,0.99,0.96,1.0,6.0,6.0,6.0,13.45,0.96,0.93,1.0,0.93,0.98,0.96,23.0,197.0,13.0,8.57,3.59,0.68,0.37,1.0,0.61,0.89,0.76,1.0,2.0,2.0,2.0,0.18,0.87,0.74,1.0,0.79,0.95,0.88,3.0,12.0,4.0,4.0,0.31,0.87,0.74,1.0,0.79,0.95,0.88,3.0,12.0,4.0,4.0,0.88,0.21,0.87,0.74,1.0,0.79,0.95,0.88,1.0,4.0,4.0,4.0,0.07,0.87,0.74,1.0,0.79,0.95,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_6,50000,8,7,0,25087,0.5017,other,synthetic,7.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.95,0.9,1.0,0.91,0.98,0.95,2.0,9.0,6.0,4.5,0.11,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,7.0,5.0,12.0,0.95,0.83,0.65,1.0,0.75,0.94,0.85,1.0,4.0,4.0,4.0,7.0,10.35,1.0,1.0,1.0,1.0,1.0,1.0,13.0,38.0,7.0,2.92,10.09,1.0,0.99,0.99,1.0,0.99,1.0,7.0,44.0,8.0,6.29,10.4,1.0,0.99,0.99,1.0,0.99,1.0,7.0,44.0,8.0,6.29,5.32,0.83,0.65,1.0,0.75,0.94,0.85,4.0,16.0,4.0,4.0,0.95,0.83,0.65,1.0,0.75,0.94,0.85,1.0,4.0,4.0,4.0,14.0,1.01,0.89,0.78,1.0,0.83,0.96,0.9,1.0,5.0,5.0,5.0,1.09,0.89,0.78,1.0,0.83,0.96,0.9,1.0,5.0,5.0,5.0,126.0,5.92,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,211.42,0.78,0.57,0.9,0.73,0.86,0.81,1.0,4.0,4.0,4.0,11.8,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,1.99,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,4.9,0.68,0.35,0.99,0.61,0.88,0.76,1.0,2.0,2.0,2.0,4.39,0.83,0.65,1.0,0.75,0.94,0.85,3.0,12.0,4.0,4.0,0.45,0.83,0.66,1.0,0.75,0.94,0.86,3.0,12.0,4.0,4.0,0.85,0.29,0.83,0.65,1.0,0.75,0.94,0.85,2.0,9.0,5.0,4.5,0.08,0.83,0.65,1.0,0.75,0.94,2.0,7.0,4.0,3.5,,,,,,,,,,,
synth_conj_7,50000,9,8,0,24933,0.4987,other,synthetic,8.0,0.77,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.91,0.81,1.0,0.84,0.96,0.91,1.0,6.0,6.0,6.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,0.77,0.79,0.59,1.0,0.71,0.92,0.83,1.0,4.0,4.0,4.0,8.0,9.04,1.0,0.99,0.99,1.0,0.99,1.0,3.0,22.0,9.0,7.33,26.08,1.0,0.99,1.0,1.0,1.0,1.0,22.0,68.0,8.0,3.09,26.67,1.0,0.99,1.0,1.0,1.0,1.0,22.0,68.0,8.0,3.09,0.21,0.79,0.59,1.0,0.71,0.92,0.83,4.0,16.0,4.0,4.0,0.76,0.79,0.59,1.0,0.71,0.92,0.83,1.0,4.0,4.0,4.0,10.0,0.9,0.85,0.71,1.0,0.77,0.94,0.87,1.0,5.0,5.0,5.0,0.9,0.85,0.71,1.0,0.77,0.94,0.87,1.0,5.0,5.0,5.0,144.0,7.07,0.93,0.86,0.86,1.0,0.89,0.93,1.0,8.0,8.0,8.0,209.89,0.65,0.31,0.92,0.6,0.83,0.72,2.0,3.0,2.0,1.5,15.78,0.93,0.86,0.86,1.0,0.89,0.93,1.0,8.0,8.0,8.0,1.77,0.93,0.86,0.86,1.0,0.89,0.93,1.0,8.0,8.0,8.0,6.79,0.65,0.3,0.96,0.59,0.85,0.73,1.0,2.0,2.0,2.0,0.2,0.79,0.59,1.0,0.71,0.92,0.83,3.0,12.0,4.0,4.0,0.33,0.79,0.59,1.0,0.71,0.92,0.83,3.0,12.0,4.0,4.0,0.83,0.23,0.79,0.59,1.0,0.71,0.92,0.83,1.0,4.0,4.0,4.0,0.09,0.79,0.59,1.0,0.71,0.92,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_8,50000,10,9,0,24984,0.4997,other,synthetic,9.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.14,0.87,0.74,1.0,0.79,0.95,0.88,1.0,6.0,6.0,6.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,9.0,8.0,8.0,0.78,0.76,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,9.0,13.17,1.0,0.99,1.0,1.0,1.0,1.0,6.0,37.0,9.0,6.17,10.8,1.0,0.99,0.99,1.0,0.99,1.0,3.0,22.0,9.0,7.33,11.16,1.0,0.99,0.99,1.0,0.99,1.0,3.0,22.0,9.0,7.33,0.23,0.76,0.53,1.0,0.68,0.91,0.81,4.0,16.0,4.0,4.0,0.78,0.76,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,10.0,0.96,0.82,0.64,1.0,0.73,0.93,0.84,1.0,5.0,5.0,5.0,0.93,0.82,0.64,1.0,0.73,0.93,0.84,1.0,5.0,5.0,5.0,162.0,9.69,0.89,0.79,0.79,1.0,0.82,0.88,1.0,9.0,9.0,9.0,210.85,0.67,0.33,0.94,0.61,0.85,0.74,1.0,3.0,3.0,3.0,11.84,0.89,0.79,0.79,1.0,0.82,0.88,1.0,9.0,9.0,9.0,2.25,0.89,0.79,0.79,1.0,0.82,0.88,1.0,9.0,9.0,9.0,8.68,0.64,0.28,0.95,0.58,0.84,0.72,1.0,2.0,2.0,2.0,0.21,0.76,0.53,1.0,0.68,0.91,0.81,3.0,12.0,4.0,4.0,0.34,0.76,0.53,1.0,0.68,0.91,0.81,3.0,12.0,4.0,4.0,0.81,0.24,0.71,0.42,1.0,0.63,0.89,0.77,1.0,3.0,3.0,3.0,0.1,0.76,0.53,1.0,0.68,0.91,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_9,50000,11,10,0,25110,0.5022,other,synthetic,10.0,1.09,1.0,1.0,1.0,1.0,1.0,1.0,0.16,0.84,0.68,1.0,0.76,0.94,0.86,2.0,12.0,6.0,6.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,3.0,23.0,10.0,7.67,8.0,0.77,0.74,0.48,1.0,0.66,0.91,0.79,1.0,4.0,4.0,4.0,10.0,16.98,0.99,0.99,0.99,0.99,0.99,0.99,8.0,45.0,10.0,5.62,40.47,0.99,0.98,0.99,0.99,0.99,0.99,23.0,143.0,11.0,6.22,41.65,0.99,0.98,0.99,0.99,0.99,0.99,23.0,143.0,11.0,6.22,0.23,0.74,0.48,1.0,0.66,0.91,0.79,4.0,16.0,4.0,4.0,0.73,0.74,0.48,1.0,0.66,0.91,0.79,1.0,4.0,4.0,4.0,12.0,1.0,0.79,0.58,1.0,0.71,0.92,0.83,1.0,5.0,5.0,5.0,1.05,0.79,0.58,1.0,0.71,0.92,0.83,1.0,5.0,5.0,5.0,180.0,11.63,0.85,0.7,0.7,1.0,0.74,0.82,1.0,10.0,10.0,10.0,211.65,0.63,0.26,0.97,0.58,0.85,0.73,1.0,2.0,2.0,2.0,14.67,0.85,0.7,0.7,1.0,0.74,0.82,1.0,10.0,10.0,10.0,2.93,0.85,0.7,0.7,1.0,0.74,0.82,1.0,10.0,10.0,10.0,11.44,0.62,0.24,0.94,0.58,0.83,0.71,1.0,2.0,2.0,2.0,0.22,0.74,0.48,1.0,0.66,0.91,0.79,3.0,12.0,4.0,4.0,0.41,0.74,0.48,1.0,0.66,0.91,0.79,3.0,12.0,4.0,4.0,0.79,0.27,0.68,0.37,1.0,0.61,0.89,0.76,1.0,3.0,3.0,3.0,0.12,0.74,0.48,1.0,0.66,0.91,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_20,50000,22,21,0,25019,0.5004,other,synthetic,21.0,1.79,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.68,0.36,1.0,0.61,0.89,0.76,2.0,9.0,6.0,4.5,0.95,1.0,1.0,1.0,1.0,1.0,1.0,4.0,40.0,21.0,10.0,12.0,1.42,0.63,0.25,1.0,0.58,0.87,0.73,1.0,4.0,4.0,4.0,21.0,164.09,0.89,0.78,0.84,0.93,0.86,0.89,28.0,312.0,22.0,11.14,154.37,0.87,0.74,0.86,0.87,0.87,0.87,29.0,237.0,21.0,8.17,156.4,0.87,0.74,0.86,0.87,0.87,0.87,29.0,237.0,21.0,8.17,5.68,0.63,0.25,1.0,0.58,0.87,0.73,4.0,16.0,4.0,4.0,1.4,0.63,0.25,1.0,0.58,0.87,0.73,1.0,4.0,4.0,4.0,14.0,2.08,0.65,0.3,1.0,0.59,0.88,0.74,1.0,5.0,5.0,5.0,1.62,0.65,0.3,1.0,0.59,0.88,0.74,1.0,5.0,5.0,5.0,378.0,108.83,0.63,0.26,0.48,0.69,0.51,0.57,1.0,10.0,10.0,10.0,214.61,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.74,0.65,0.3,0.71,0.64,0.69,0.67,2.0,20.0,10.0,10.0,47.74,0.66,0.33,0.66,0.67,0.66,0.67,18.0,209.0,18.0,11.61,80.95,0.56,0.11,0.86,0.54,0.77,0.66,1.0,2.0,2.0,2.0,4.59,0.63,0.25,1.0,0.58,0.87,0.73,3.0,12.0,4.0,4.0,0.66,0.63,0.25,1.0,0.58,0.87,0.73,3.0,12.0,4.0,4.0,0.73,0.45,0.63,0.25,1.0,0.58,0.87,0.73,1.0,4.0,4.0,4.0,0.26,0.63,0.25,1.0,0.58,0.87,2.0,7.0,4.0,3.5,,,,,,,,,,,
synth_conj_50,50000,52,51,0,24924,0.4985,other,synthetic,51.0,3.46,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.58,0.16,1.0,0.54,0.86,0.7,3.0,15.0,6.0,5.0,6.44,1.0,1.0,1.0,1.0,1.0,1.0,4.0,85.0,51.0,21.25,14.0,2.47,0.56,0.12,0.92,0.53,0.81,0.68,1.0,5.0,5.0,5.0,51.0,12.49,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.6,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,256.44,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.54,0.08,1.0,0.52,0.84,0.68,2.0,6.0,3.0,3.0,3.16,0.56,0.12,0.92,0.53,0.81,0.68,1.0,5.0,5.0,5.0,18.0,4.25,0.57,0.13,1.0,0.54,0.85,0.7,1.0,5.0,5.0,5.0,2.88,0.57,0.13,1.0,0.54,0.85,0.7,1.0,5.0,5.0,5.0,918.0,144.07,0.51,0.02,0.61,0.51,0.58,0.55,1.0,1.0,1.0,1.0,216.23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186.88,0.51,0.02,0.61,0.51,0.58,0.55,1.0,1.0,1.0,1.0,19.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,537.61,0.52,0.03,0.64,0.51,0.61,0.57,1.0,2.0,2.0,2.0,1.12,0.55,0.1,0.92,0.53,0.8,0.67,3.0,12.0,4.0,4.0,1.35,0.55,0.11,1.0,0.53,0.85,0.69,3.0,12.0,4.0,4.0,0.69,0.9,0.55,0.1,1.0,0.53,0.85,0.69,3.0,12.0,5.0,4.0,0.72,0.55,0.11,1.0,0.53,0.85,2.0,8.0,4.0,4.0,,,,,,,,,,,
synth_conj_100,50000,102,101,0,25005,0.5001,other,synthetic,101.0,6.71,1.0,1.0,1.0,1.0,1.0,1.0,1.79,0.54,0.08,1.0,0.52,0.84,0.68,3.0,15.0,6.0,5.0,21.25,1.0,0.99,1.0,1.0,1.0,1.0,17.0,500.0,101.0,29.41,10.0,4.09,0.52,0.05,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,101.0,13.32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.45,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,472.71,0.5,-0.0,0.99,0.5,0.83,0.66,39.0,107.0,6.0,2.74,1.49,0.51,0.02,1.0,0.5,0.84,0.67,1.0,2.0,2.0,2.0,3.48,0.52,0.05,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,14.0,5.59,0.53,0.06,1.0,0.51,0.84,0.68,1.0,5.0,5.0,5.0,6.27,0.53,0.06,1.0,0.51,0.84,0.68,1.0,5.0,5.0,5.0,,,,,,,,,,,,,219.24,0.5,0.0,0.0,0.6,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,0.52,0.04,1.0,0.51,0.84,0.67,1.0,3.0,3.0,3.0,1.85,0.52,0.04,1.0,0.51,0.84,0.67,1.0,3.0,3.0,3.0,0.68,1.57,0.52,0.04,1.0,0.51,0.84,0.67,1.0,3.0,3.0,3.0,1.22,0.52,0.05,1.0,0.51,0.84,2.0,8.0,4.0,4.0,,,,,,,,,,,
synth_conj_200,50000,202,201,0,25068,0.5014,other,synthetic,201.0,11.72,1.0,0.99,0.99,1.0,0.99,1.0,3.59,0.52,0.04,1.0,0.51,0.84,0.68,1.0,6.0,6.0,6.0,83.35,0.99,0.99,0.99,1.0,0.99,0.99,17.0,1000.0,201.0,58.82,8.0,4.87,0.51,0.03,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,201.0,21.81,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,274.18,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,983.24,0.5,0.0,0.99,0.5,0.83,0.66,38.0,105.0,5.0,2.76,3.11,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.08,0.51,0.03,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,10.0,5.98,0.52,0.04,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,5.7,0.52,0.04,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,,,,,,,,,,,,,238.18,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,0.51,0.02,1.0,0.5,0.84,0.67,1.0,3.0,3.0,3.0,3.67,0.51,0.02,1.0,0.5,0.84,0.67,1.0,3.0,3.0,3.0,0.67,3.14,0.51,0.03,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,2.44,0.51,0.03,1.0,0.51,0.84,1.0,4.0,4.0,4.0,,,,,,,,,,,
synth_conj_400,50000,402,401,0,25056,0.5011,other,synthetic,401.0,23.74,0.96,0.93,0.98,0.95,0.97,0.96,7.21,0.51,0.02,1.0,0.51,0.84,0.67,2.0,9.0,6.0,4.5,326.44,0.99,0.97,0.98,0.99,0.98,0.99,34.0,5074.0,401.0,149.24,10.0,12.0,0.51,0.02,0.97,0.51,0.82,0.67,1.0,5.0,5.0,5.0,401.0,306.84,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,668.01,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.07,0.5,-0.0,0.99,0.5,0.83,0.67,42.0,128.0,9.0,3.05,7.62,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.51,0.02,0.97,0.51,0.82,0.67,1.0,5.0,5.0,5.0,12.0,12.36,0.51,0.02,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,12.83,0.51,0.02,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,,,,,,,,,,,,,276.51,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,0.51,0.01,0.97,0.51,0.82,0.67,1.0,3.0,3.0,3.0,7.72,0.51,0.01,0.99,0.51,0.83,0.67,1.0,3.0,3.0,3.0,0.67,7.29,0.51,0.01,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,4.88,0.51,0.01,1.0,0.51,0.84,2.0,7.0,4.0,3.5,,,,,,,,,,,
